16078833	0.53	0.08
16079037	'n/a'	0.05
16079241	'n/a'	0.16
16079445	'n/a'	0.16
16079649	'n/a'	0.04
16079854	0.53	0.07
16080069	'n/a'	0.02
16080284	'n/a'	0.05
16080499	'n/a'	0.02
16080714	'n/a'	0.06
16080933	0.53	0.07
16081159	0.85	0.09
16081349	'n/a'	0.1
16081539	'n/a'	0.32
16081729	'n/a'	0.18
16081920	0.96	0.06
16082108	'n/a'	0.1
16082296	'n/a'	0.1
16082484	'n/a'	0.15
16082672	'n/a'	0.15
16082860	'n/a'	0.08
16083048	'n/a'	0.02
16083236	'n/a'	0.05
16083424	'n/a'	0.05
16083615	0.53	0.11
16083806	'n/a'	0.07
16083997	'n/a'	0.11
16084188	0.53	0.06
16084369	0.53	0.04
16084585	'n/a'	0.05
16084801	'n/a'	0.15
16085018	0.74	0.05
16085328	0.53	0.12
16085515	'n/a'	0.21
16085702	'n/a'	0.18
16085889	'n/a'	0.09
16086076	'n/a'	0.03
16086263	'n/a'	0.12
16086450	'n/a'	0.28
16086637	'n/a'	0.11
16086824	'n/a'	0.06
16087011	'n/a'	0.05
16087198	'n/a'	0.06
16087385	'n/a'	0.14
16087572	'n/a'	0.23
16087759	'n/a'	0.12
16087946	'n/a'	0.13
16088133	'n/a'	0.07
16088320	'n/a'	0.07
16088523	0.64	0.15
16088708	0.53	0.1
16088879	0.74	0.17
16089118	'n/a'	0.12
16089357	'n/a'	0.09
16089596	0.64	0.13
16089854	'n/a'	0.06
16090112	0.74	0.2
16090451	0.53	0.08
16090672	0.64	0.09
16090915	'n/a'	0.09
16091158	'n/a'	0.17
16091401	0.64	0.25
16091583	0.74	0.17
16091804	1.38	0.26
16091990	'n/a'	0.13
16092176	'n/a'	0.17
16092362	'n/a'	0.11
16092548	'n/a'	0.06
16092734	'n/a'	0.08
16092920	'n/a'	0.14
16093106	'n/a'	0.05
16093292	'n/a'	0.1
16093478	'n/a'	0.07
16093664	'n/a'	0.03
16093850	'n/a'	0.04
16094036	'n/a'	0.08
16094229	0.53	0.06
16094431	'n/a'	0.16
16094633	'n/a'	0.07
16094836	0.53	0.09
16095069	'n/a'	0.08
16095302	'n/a'	0.05
16095535	0.96	0.12
16095737	0.74	0.1
16095931	0.96	0.15
16096094	0.96	0.18
16096308	1.38	0.32
16096544	0.74	0.39
16096803	'n/a'	0.43
16097063	1.28	0.23
16097267	0.96	0.28
16097462	2.55	0.6
16097647	'n/a'	0.26
16097832	'n/a'	0.31
16098017	'n/a'	0.3
16098203	0.96	0.26
16098400	'n/a'	0.15
16098597	'n/a'	0.13
16098794	'n/a'	0.16
16098991	'n/a'	0.16
16099189	0.53	0.08
16099400	'n/a'	0.15
16099612	0.64	0.06
16099844	0.53	0.04
16100051	'n/a'	0.07
16100258	'n/a'	0.11
16100465	'n/a'	0.12
16100672	'n/a'	0.1
16100879	'n/a'	0.03
16101086	'n/a'	0.15
16101293	'n/a'	0.05
16101501	0.85	0.13
16101716	'n/a'	0.45
16101931	0.64	0.38
16102126	1.49	0.04
16102344	'n/a'	0.33
16102562	'n/a'	0.53
16102780	'n/a'	0.13
16102998	0.64	0.18
16103211	'n/a'	0.12
16103424	'n/a'	0.08
16103637	'n/a'	0.15
16103850	'n/a'	0.46
16104063	0.64	0.15
16104229	0.64	0.12
16104435	'n/a'	0.17
16104641	'n/a'	0.15
16104848	0.85	0.12
16105041	'n/a'	0.4
16105234	'n/a'	0.41
16105428	1.06	0.31
16105701	1.38	0.37
16105799	0.85	0.31
16106070	'n/a'	0.7
16106341	1.17	0.45
16106533	0.74	0.2
16106708	0.53	0.21
16107075	0.64	0.06
16107346	0.74	0.17
16107564	'n/a'	0.12
16107783	0.74	0.13
16107917	0.53	0.1
16108091	0.64	0.17
16108318	'n/a'	0.2
16108546	0.53	0.16
16108900	0.85	0.13
16109112	0.85	0.13
16109458	0.53	0.11
16109722	'n/a'	0.18
16109986	0.74	0.12
16110203	'n/a'	0.16
16110420	0.64	0.25
16110619	'n/a'	0.09
16110818	'n/a'	0.24
16111017	'n/a'	0.18
16111216	'n/a'	0.12
16111417	0.53	0.13
16111622	0.64	0.04
16111824	'n/a'	0.05
16112026	'n/a'	0.14
16112228	'n/a'	0.13
16112430	'n/a'	0.11
16112632	0.53	0.03
16112831	'n/a'	0.09
16113030	0.53	0.12
16113263	0.74	0.14
16113421	0.53	0.12
16113595	0.74	0.21
16113850	0.96	0.18
16114055	'n/a'	0.4
16114260	'n/a'	0.67
16114465	0.96	0.28
16114648	1.06	0.5
16114944	1.81	0.55
16115159	1.6	0.42
16115462	2.45	0.56
16115642	0.96	0.62
16115849	'n/a'	1.14
16116056	'n/a'	0.8
16116265	2.77	0.54
16116463	'n/a'	0.76
16116661	'n/a'	0.69
16116859	'n/a'	0.31
16117057	1.28	0.29
16117246	'n/a'	0.12
16117435	'n/a'	0.09
16117624	'n/a'	0.18
16117813	'n/a'	0.59
16118002	'n/a'	0.7
16118195	1.17	0.17
16118399	'n/a'	0.12
16118603	0.53	0.26
16118860	'n/a'	0.16
16119118	0.74	0.22
16119285	0.74	0.27
16119487	1.17	0.21
16119654	1.17	0.17
16119909	'n/a'	0.53
16120165	1.06	0.29
16120416	1.28	0.37
16120649	0.74	0.07
16120840	0.85	0.17
16121015	0.85	0.17
16121206	0.96	0.22
16121402	1.28	0.34
16121574	1.06	0.26
16121758	1.17	0.49
16121975	1.38	0.41
16122191	'n/a'	0.14
16122408	0.64	0.14
16122619	0.74	0.09
16122834	'n/a'	0.33
16123050	0.74	0.17
16123301	'n/a'	0.49
16123553	0.96	0.4
16123694	1.17	0.45
16123969	0.96	0.26
16124198	'n/a'	0.39
16124428	0.64	0.19
16124650	0.64	0.12
16124821	0.53	0.1
16125177	1.06	0.2
16125385	'n/a'	0.1
16125594	0.53	0.27
16125783	0.74	0.16
16126034	1.17	0.13
16126204	1.06	0.26
16126480	'n/a'	0.51
16126756	1.28	0.24
16126961	1.38	0.22
16127195	0.96	0.11
16127367	1.06	0.21
16127531	0.53	0.31
16127718	'n/a'	0.57
16127905	'n/a'	0.79
16128093	1.06	0.38
16128314	1.38	0.21
16128513	'n/a'	0.25
16128712	0.64	0.1
16129021	0.64	0.16
16129225	'n/a'	0.17
16129429	'n/a'	0.24
16129633	'n/a'	0.15
16129837	'n/a'	0.24
16130044	0.64	0.18
16130300	'n/a'	0.59
16130557	1.49	0.11
16130733	1.17	0.12
16130927	'n/a'	0.2
16131122	0.74	0.25
16131345	1.17	0.25
16131572	1.49	0.3
16131754	1.49	0.31
16131939	2.34	0.5
16132097	2.77	0.49
16132272	1.06	0.25
16132456	1.28	0.34
16132704	'n/a'	0.23
16132953	0.53	0.1
16133168	'n/a'	0.08
16133383	'n/a'	0.1
16133598	'n/a'	0.16
16133813	'n/a'	0.05
16134028	0.64	0.11
16134268	'n/a'	0.16
16134509	0.64	0.09
16134692	0.64	0.13
16134885	0.74	0.13
16135077	0.53	0.04
16135282	'n/a'	0.31
16135487	'n/a'	0.18
16135692	'n/a'	0.18
16135897	'n/a'	0.48
16136102	'n/a'	0.4
16136308	1.17	0.25
16136504	'n/a'	0.71
16136700	'n/a'	0.48
16136897	1.38	0.43
16137146	0.64	0.26
16137274	0.74	0.26
16137472	0.85	0.23
16137659	'n/a'	0.3
16137847	0.53	0.08
16138024	1.06	0.12
16138237	'n/a'	0.19
16138450	'n/a'	0.31
16138663	0.96	0.32
16138850	'n/a'	0.22
16139037	'n/a'	0.42
16139224	0.96	0.21
16139493	1.28	0.32
16139699	1.28	0.14
16139926	'n/a'	0.49
16140153	'n/a'	0.54
16140382	0.74	0.08
16140682	0.53	0.18
16140924	'n/a'	0.23
16141167	1.17	0.05
16141372	1.06	0.23
16141625	1.17	0.43
16141774	1.38	0.18
16142037	'n/a'	0.75
16142300	1.06	0.29
16142538	1.49	0.45
16142712	1.49	0.55
16143003	1.06	0.31
16143233	2.02	0.47
16143426	2.02	0.33
16143667	'n/a'	0.52
16143908	1.06	0.48
16144014	0.64	0.45
16144223	0.96	0.28
16144316	0.96	0.46
16144575	2.23	0.41
16144771	1.38	0.28
16144996	'n/a'	0.58
16145222	0.85	0.38
16145432	'n/a'	0.64
16145642	'n/a'	0.56
16145852	1.06	0.37
16146050	0.96	0.18
16146411	0.64	0.23
16146582	1.06	0.21
16146933	0.85	0.21
16147270	1.06	0.1
16147466	0.53	0.21
16147776	1.6	0.19
16147966	'n/a'	0.37
16148156	'n/a'	0.51
16148347	1.49	0.43
16148495	2.23	0.4
16148739	2.55	0.89
16148937	'n/a'	0.74
16149135	'n/a'	0.39
16149333	'n/a'	0.11
16149531	'n/a'	0.05
16149729	'n/a'	0.1
16149927	'n/a'	0.71
16150125	'n/a'	0.28
16150326	1.6	0.2
16150510	1.38	0.07
16150718	1.81	0.54
16150961	'n/a'	0.45
16151205	1.28	0.25
16151318	1.49	0.26
16151646	0.96	0.67
16151840	2.45	0.25
16151989	1.81	0.53
16152222	'n/a'	0.75
16152455	1.17	0.2
16152614	1.7	0.23
16152848	1.17	0.37
16153110	0.85	0.21
16153301	'n/a'	0.35
16153492	'n/a'	0.15
16153683	0.74	0.15
16153855	1.17	0.09
16154043	0.96	0.09
16154234	'n/a'	0.19
16154425	'n/a'	0.24
16154616	'n/a'	0.51
16154807	0.96	0.35
16155029	'n/a'	0.16
16155251	'n/a'	0.03
16155473	'n/a'	0.05
16155696	0.74	0.15
16155946	'n/a'	0.09
16156196	0.64	0.22
16156402	'n/a'	0.19
16156608	'n/a'	0.36
16156814	'n/a'	0.21
16157021	0.85	0.11
16157196	0.85	0.23
16157426	0.64	0.24
16157632	1.49	0.27
16157869	'n/a'	0.33
16158106	0.53	0.26
16158239	0.53	0.16
16158398	0.96	0.2
16158577	0.74	0.24
16158779	1.06	0.11
16158965	'n/a'	0.35
16159151	'n/a'	0.16
16159339	1.28	0.22
16159534	'n/a'	0.19
16159729	0.64	0.2
16159892	1.06	0.19
16160160	0.85	0.16
16160359	'n/a'	0.3
16160558	'n/a'	0.43
16160759	1.38	0.37
16160931	1.38	0.19
16161123	'n/a'	0.22
16161315	1.17	0.34
16161520	0.64	0.11
16161767	0.74	0.14
16161942	0.64	0.07
16162303	0.96	0.48
16162515	2.13	0.28
16162693	1.28	0.39
16162887	1.28	0.69
16163098	'n/a'	1.02
16163309	'n/a'	0.4
16163522	0.53	0.41
16163628	0.85	0.38
16163829	1.28	0.21
16164015	0.64	0.29
16164209	'n/a'	0.5
16164403	'n/a'	0.27
16164597	'n/a'	0.21
16164791	'n/a'	0.21
16164985	'n/a'	0.19
16165183	0.53	0.16
16165336	0.64	0.1
16165487	0.74	0.09
16165693	'n/a'	0.22
16165899	'n/a'	0.18
16166107	0.53	0.24
16166216	0.64	0.22
16166361	1.06	0.22
16166553	'n/a'	0.61
16166745	'n/a'	0.36
16166937	1.17	0.19
16167127	0.53	0.11
16167301	1.6	0.29
16167670	0.74	0.11
16167871	0.74	0.08
16168067	'n/a'	0.15
16168263	'n/a'	0.26
16168459	'n/a'	0.37
16168656	1.06	0.29
16168845	1.28	0.16
16169024	1.38	0.15
16169230	1.06	0.3
16169424	1.17	0.25
16169610	0.53	0.15
16169816	0.53	0.09
16170051	0.64	0.11
16170318	'n/a'	0.2
16170585	0.64	0.18
16170870	0.74	0.27
16171128	0.64	0.2
16171313	0.85	0.16
16171636	0.53	0.26
16171852	'n/a'	0.16
16172068	0.53	0.15
16172341	'n/a'	0.21
16172615	0.96	0.22
16172834	1.06	0.09
16173023	'n/a'	0.34
16173212	'n/a'	0.48
16173402	2.23	0.39
16173586	1.06	0.24
16173750	1.17	0.52
16174019	1.17	0.17
16174103	1.6	0.15
16174374	'n/a'	0.53
16174645	1.81	0.16
16174857	'n/a'	0.46
16175069	'n/a'	0.3
16175282	0.53	0.19
16175492	'n/a'	0.12
16175702	'n/a'	0.15
16175912	0.53	0.08
16176239	0.74	0.15
16176449	0.64	0.15
16176604	0.53	0.12
16176789	'n/a'	0.28
16176974	'n/a'	0.37
16177159	'n/a'	0.16
16177344	'n/a'	0.14
16177529	'n/a'	0.13
16177714	'n/a'	0.38
16177899	'n/a'	0.58
16178087	0.53	0.34
16178439	0.96	0.14
16178714	0.64	0.09
16178988	0.74	0.14
16179221	1.06	0.2
16179579	1.38	0.34
16179828	0.96	0.17
16179943	0.85	0.19
16180176	'n/a'	0.23
16180409	'n/a'	0.2
16180642	0.53	0.16
16180751	0.64	0.16
16181019	'n/a'	0.31
16181287	0.74	0.11
16181481	'n/a'	0.13
16181675	'n/a'	0.08
16181869	'n/a'	0.19
16182063	'n/a'	0.15
16182257	0.96	0.31
16182520	0.85	0.11
16182766	'n/a'	0.3
16183012	'n/a'	0.17
16183258	0.74	0.18
16183338	1.06	0.21
16183602	'n/a'	0.37
16183866	0.74	0.13
16184051	'n/a'	0.13
16184236	'n/a'	0.18
16184421	'n/a'	0.12
16184606	'n/a'	0.2
16184791	'n/a'	0.24
16184979	0.53	0.18
16185211	'n/a'	0.27
16185443	0.53	0.17
16185598	0.96	0.17
16185812	1.38	0.24
16186125	2.13	0.45
16186296	1.06	0.16
16186424	0.85	0.21
16186699	'n/a'	0.34
16186974	1.49	0.08
16187232	'n/a'	0.53
16187491	0.53	0.17
16187641	1.28	0.14
16187893	0.96	0.24
16188095	'n/a'	0.18
16188297	0.64	0.2
16188492	0.85	0.13
16188714	'n/a'	0.13
16188936	'n/a'	0.23
16189160	0.53	0.16
16189303	0.74	0.12
16189525	'n/a'	0.28
16189747	'n/a'	1.16
16189970	3.19	0.55
16190255	2.87	0.44
16190496	2.98	0.66
16190737	1.17	0.83
16190935	'n/a'	0.6
16191133	'n/a'	0.26
16191331	'n/a'	0.21
16191529	'n/a'	0.4
16191727	'n/a'	0.89
16191925	2.87	0.78
16192089	1.17	0.92
16192174	2.77	0.87
16192367	'n/a'	1.06
16192560	'n/a'	0.57
16192755	0.53	0.15
16192945	'n/a'	0.15
16193135	'n/a'	0.1
16193325	'n/a'	0.15
16193515	'n/a'	0.2
16193708	0.53	0.27
16193795	0.53	0.22
16194003	'n/a'	0.79
16194211	'n/a'	0.67
16194421	1.17	0.35
16194772	0.74	0.14
16195043	0.53	0.12
16195288	'n/a'	0.2
16195534	0.96	0.16
16195827	2.23	0.48
16196067	0.85	0.4
16196273	'n/a'	0.31
16196479	'n/a'	0.18
16196685	0.74	0.22
16196890	0.74	0.08
16197072	0.64	0.09
16197274	'n/a'	0.15
16197476	0.64	0.25
16197594	0.64	0.21
16197802	'n/a'	0.57
16198010	'n/a'	0.39
16198220	0.96	0.19
16198380	1.17	0.14
16198582	'n/a'	0.25
16198784	'n/a'	0.27
16198988	0.53	0.3
16199201	'n/a'	0.44
16199414	'n/a'	0.48
16199627	1.28	0.2
16199982	1.49	0.22
16200167	1.28	0.11
16200355	1.06	0.21
16200581	0.85	0.13
16200757	0.74	0.24
16200949	'n/a'	0.21
16201141	'n/a'	0.19
16201333	'n/a'	0.24
16201525	'n/a'	0.23
16201719	1.06	0.12
16201887	2.45	0.41
16202252	0.85	0.34
16202407	1.38	0.23
16202597	'n/a'	0.54
16202787	1.6	0.33
16202997	2.23	0.38
16203186	1.81	0.43
16203393	1.28	0.41
16203593	'n/a'	0.4
16203794	0.53	0.33
16204025	'n/a'	0.25
16204256	1.06	0.19
16204449	'n/a'	0.37
16204642	'n/a'	0.43
16204835	1.81	0.33
16205000	1.17	0.26
16205103	0.64	0.43
16205293	'n/a'	0.47
16205483	0.96	0.51
16205739	'n/a'	0.49
16205995	0.96	0.35
16206157	0.64	0.47
16206354	'n/a'	0.39
16206552	0.96	0.2
16206620	0.85	0.19
16206754	1.17	0.23
16206961	'n/a'	0.2
16207168	'n/a'	0.31
16207376	0.74	0.21
16207573	1.28	0.21
16207767	'n/a'	0.16
16207961	'n/a'	0.29
16208155	1.17	0.17
16208351	'n/a'	0.32
16208547	'n/a'	0.35
16208745	0.85	0.23
16209014	'n/a'	0.27
16209284	0.96	0.18
16209465	0.53	0.23
16209735	'n/a'	0.24
16210005	0.53	0.21
16210177	0.64	0.11
16210277	0.64	0.12
16210463	0.74	0.26
16210637	0.74	0.39
16210965	0.53	0.35
16211162	'n/a'	0.46
16211359	'n/a'	0.58
16211558	1.81	0.13
16211761	1.06	0.38
16212098	0.96	0.36
16212301	'n/a'	0.19
16212504	'n/a'	0.9
16212707	'n/a'	1.68
16212910	'n/a'	3.33
16213117	4.15	0.99
16213314	4.36	1.14
16213526	'n/a'	0.59
16213738	1.28	0.12
16213891	1.6	0.13
16214040	0.64	0.2
16214244	'n/a'	0.71
16214449	1.49	0.27
16214660	1.28	0.23
16214861	'n/a'	0.18
16215062	'n/a'	0.29
16215264	0.96	0.06
16215438	0.74	0.12
16215600	0.74	0.15
16215799	2.66	0.44
16215992	2.55	0.36
16216188	'n/a'	0.74
16216384	'n/a'	0.57
16216581	1.06	0.33
16216741	1.28	0.19
16216928	'n/a'	0.23
16217115	'n/a'	0.41
16217302	'n/a'	0.33
16217492	0.53	0.12
16217684	'n/a'	0.12
16217876	'n/a'	0.15
16218068	'n/a'	0.19
16218260	'n/a'	0.15
16218456	0.74	0.14
16218669	0.64	0.16
16218870	'n/a'	0.29
16219072	0.64	0.63
16219269	0.96	0.37
16219481	'n/a'	0.26
16219694	1.38	0.18
16219883	2.02	0.43
16220069	'n/a'	0.57
16220255	'n/a'	0.63
16220442	1.38	0.24
16220630	'n/a'	0.36
16220818	'n/a'	0.27
16221008	1.06	0.19
16221253	'n/a'	0.22
16221498	'n/a'	0.2
16221745	0.64	0.04
16221866	0.74	0.09
16222045	0.64	0.27
16222256	'n/a'	0.48
16222467	'n/a'	0.39
16222679	1.49	0.36
16222870	1.81	0.35
16223055	1.38	0.05
16223264	'n/a'	0.13
16223473	'n/a'	0.44
16223682	'n/a'	0.11
16223893	0.96	0.41
16224174	0.85	0.16
16224470	0.96	0.1
16224652	0.85	0.1
16224851	'n/a'	0.22
16225050	0.96	0.25
16225254	2.02	0.58
16225441	'n/a'	0.45
16225628	'n/a'	0.35
16225817	0.96	0.16
16226010	0.96	0.23
16226272	'n/a'	0.44
16226534	0.53	0.53
16226756	0.85	0.1
16226978	'n/a'	0.22
16227200	0.64	0.24
16227516	0.53	0.29
16227679	0.85	0.14
16227880	0.53	0.27
16228079	'n/a'	0.72
16228279	1.38	0.71
16228426	0.96	0.57
16228633	2.02	0.47
16228815	2.13	0.41
16229045	1.06	0.34
16229239	'n/a'	0.45
16229433	'n/a'	0.31
16229628	1.38	0.5
16229898	1.28	0.36
16230083	1.17	0.41
16230264	1.28	0.28
16230452	1.7	0.14
16230607	1.06	0.06
16230872	1.06	0.46
16231118	'n/a'	0.61
16231365	1.38	0.41
16231543	0.64	0.35
16231759	1.38	0.3
16231944	1.49	0.32
16232134	'n/a'	0.5
16232324	'n/a'	0.33
16232516	1.17	0.08
16232736	'n/a'	0.25
16232956	'n/a'	0.28
16233176	1.06	0.11
16233376	0.53	0.18
16233705	0.74	0.1
16233877	0.53	0.11
16234105	'n/a'	0.09
16234333	'n/a'	0.18
16234561	0.53	0.23
16234773	0.74	0.23
16234939	0.96	0.2
16235104	1.17	0.22
16235270	1.17	0.25
16235513	'n/a'	0.11
16235757	0.74	0.27
16235998	'n/a'	0.21
16236239	0.53	0.18
16236440	'n/a'	0.12
16236642	1.06	0.23
16236836	'n/a'	0.19
16237030	'n/a'	0.38
16237225	1.7	0.43
16237415	2.13	0.47
16237583	2.13	0.6
16237905	1.81	0.06
16238116	'n/a'	0.57
16238327	'n/a'	0.56
16238540	1.06	0.33
16238679	1.38	0.23
16238854	0.96	0.36
16239122	0.85	0.26
16239282	1.38	0.48
16239495	'n/a'	0.59
16239709	1.17	0.29
16239844	0.85	0.18
16239996	1.28	0.23
16240160	0.74	0.21
16240321	0.74	0.26
16240559	0.64	0.09
16240716	0.64	0.16
16241028	0.64	0.16
16241292	0.85	0.2
16241468	0.85	0.19
16241648	1.17	0.3
16241845	'n/a'	0.29
16242043	0.53	0.3
16242239	1.49	0.15
16242447	'n/a'	0.23
16242655	'n/a'	0.34
16242863	'n/a'	0.29
16243071	1.49	0.11
16243284	'n/a'	0.29
16243497	'n/a'	0.34
16243710	'n/a'	0.3
16243925	1.91	0.2
16244112	'n/a'	0.22
16244299	'n/a'	0.58
16244486	'n/a'	0.3
16244673	'n/a'	0.12
16244860	0.53	0.09
16245043	0.64	0.05
16245321	0.64	0.11
16245583	0.74	0.29
16245921	0.64	0.23
16246082	0.64	0.26
16246291	1.38	0.18
16246460	1.17	0.24
16246732	'n/a'	0.55
16247005	0.74	0.33
16247133	0.96	0.4
16247328	'n/a'	0.19
16247523	'n/a'	0.09
16247718	'n/a'	0.07
16247913	'n/a'	0.16
16248108	'n/a'	0.35
16248303	'n/a'	0.57
16248498	0.96	0.29
16248762	0.85	0.25
16248979	'n/a'	0.3
16249196	'n/a'	0.36
16249415	0.96	0.2
16249640	0.85	0.15
16249711	0.74	0.14
16249912	'n/a'	0.24
16250113	'n/a'	0.57
16250314	'n/a'	0.29
16250517	0.74	0.21
16250702	'n/a'	0.14
16250887	'n/a'	0.21
16251072	'n/a'	0.33
16251257	'n/a'	0.52
16251442	'n/a'	0.13
16251628	0.74	0.22
16251894	0.53	0.14
16252081	'n/a'	0.17
16252268	'n/a'	0.29
16252455	'n/a'	0.18
16252645	1.91	0.26
16252843	1.28	0.14
16253029	0.96	0.18
16253234	'n/a'	0.5
16253440	0.64	0.21
16253643	'n/a'	0.24
16253846	'n/a'	0.11
16254050	0.64	0.09
16254253	'n/a'	0.17
16254456	'n/a'	0.29
16254660	0.64	0.09
16254814	0.64	0.14
16254984	0.53	0.13
16255209	'n/a'	0.22
16255435	0.74	0.19
16255630	0.85	0.22
16255827	0.53	0.31
16255964	0.74	0.19
16256152	1.38	0.19
16256320	0.85	0.3
16256509	'n/a'	0.75
16256698	'n/a'	0.76
16256887	1.81	0.27
16257067	1.49	0.18
16257267	0.96	0.21
16257492	1.38	0.23
16257754	'n/a'	0.13
16258016	0.64	0.07
16258228	1.49	0.21
16258419	'n/a'	0.19
16258610	'n/a'	0.39
16258802	0.74	0.18
16258977	1.28	0.19
16259233	'n/a'	0.27
16259489	0.53	0.24
16259682	1.28	0.14
16259856	1.28	0.18
16260121	'n/a'	0.61
16260387	1.06	0.17
16260638	0.74	0.19
16260854	'n/a'	0.21
16261070	'n/a'	0.23
16261287	0.85	0.12
16261451	0.85	0.11
16261628	1.06	0.15
16261808	0.74	0.33
16262003	'n/a'	0.2
16262198	'n/a'	0.21
16262393	1.06	0.15
16262612	'n/a'	0.19
16262831	'n/a'	0.26
16263050	1.7	0.31
16263220	1.06	0.24
16263466	'n/a'	0.62
16263712	'n/a'	0.76
16263959	1.81	0.31
16264178	'n/a'	0.86
16264398	0.96	0.6
16264590	'n/a'	0.83
16264782	'n/a'	0.5
16264974	'n/a'	0.21
16265166	'n/a'	0.2
16265358	'n/a'	0.2
16265550	'n/a'	0.18
16265744	0.64	0.14
16265933	'n/a'	0.11
16266122	'n/a'	0.21
16266311	'n/a'	0.33
16266502	0.85	0.24
16266671	1.38	0.36
16266823	0.74	0.25
16267043	'n/a'	0.66
16267264	1.6	0.18
16267438	2.23	0.47
16267635	'n/a'	0.8
16267832	'n/a'	0.26
16268030	1.17	0.16
16268215	0.85	0.17
16268463	0.74	0.21
16268665	0.64	0.15
16269007	1.38	0.45
16269180	1.28	0.2
16269381	0.96	0.09
16269629	'n/a'	0.2
16269877	0.53	0.18
16270115	'n/a'	0.34
16270353	1.06	0.26
16270636	1.06	0.05
16270877	0.85	0.3
16271198	1.49	0.58
16271432	1.06	0.3
16271675	0.96	0.31
16271941	'n/a'	0.73
16272208	1.7	0.19
16272369	0.53	0.27
16272599	'n/a'	0.46
16272829	'n/a'	0.24
16273059	0.74	0.08
16273263	0.53	0.18
16273465	'n/a'	0.19
16273667	'n/a'	0.25
16273871	0.64	0.12
16274055	0.53	0.13
16274265	'n/a'	0.19
16274475	'n/a'	0.19
16274685	'n/a'	0.34
16274895	'n/a'	0.26
16275105	1.06	0.05
16275363	'n/a'	0.23
16275621	1.28	0.18
16275920	1.28	0.3
16276106	1.17	0.25
16276348	'n/a'	0.3
16276591	1.49	0.22
16276770	0.85	0.13
16276946	0.64	0.15
